Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,class
0.586487127718208,0.05691904863792518,-0.956613213,-0.486952565,-0.570574667,1.4954628652514472,0.783266303107736,-0.291082636,0.9546503761693188,1.1571443517761548,-0.288100529,-0.919195184,-0.31717105,0.17858577753734353,-0.195413339,1
-1.457331651,1.8463634704522185,-0.06005053,-0.486952565,-0.570574667,1.0631757362093448,-0.903543151,0.2441904436241031,0.9546503761693188,1.1571443517761548,0.7408299319472283,-0.919195184,-0.31717105,-1.004067637,-0.08785188,1
-1.457331651,-0.640131976,-0.856101702,-0.486952565,-0.570574667,1.0631757362093448,-0.903543151,-0.216323826,0.9546503761693188,-0.864196415,-0.493886621,-0.919195184,-0.31717105,0.7595383321797878,-0.037144335,1
0.586487127718208,-0.265597097,-0.647037758,-0.486952565,-0.570574667,1.4954628652514472,0.783266303107736,0.45650546417862975,0.9546503761693188,1.1571443517761548,0.535043839739665,1.0879082239773117,-0.31717105,-0.589101527,-0.194837117,1
0.586487127718208,-1.118704322,0.1741412922710949,-0.486952565,-0.570574667,1.4954628652514472,0.783266303107736,-0.153526426,0.9546503761693188,-0.864196415,-0.493886621,-0.919195184,3.2705014822484286,-0.464611694,-0.195413339,1
0.586487127718208,0.18176400829938752,-0.15252112,-0.486952565,-0.570574667,0.6308886071672424,0.783266303107736,0.08271141390657576,0.9546503761693188,-0.864196415,-0.493886621,1.0879082239773117,-0.31717105,1.1537561371157323,-0.195413339,1
0.586487127718208,0.29620522132239463,-0.747549269,-0.486952565,-0.570574667,1.279319300730396,-0.903543151,1.2788523747771483,0.9546503761693188,-0.864196415,-0.493886621,1.0879082239773117,-0.31717105,-0.1118905,5.813622830710978,1
-1.457331651,-0.796188176,1.3722385106400086,-0.486952565,-0.570574667,-0.882116344,0.783266303107736,-0.652915277,0.9546503761693188,-0.864196415,-0.493886621,-0.919195184,-0.31717105,-0.755087971,0.06369453352621028,1
0.586487127718208,1.6590960309600251,-0.856101702,1.7091080224705915,1.7775159124547315,0.4147450426461911,-0.903543151,0.5193028646243348,0.9546503761693188,-0.864196415,-0.493886621,-0.919195184,-0.31717105,0.0540959443996769,-0.135102092,1
0.586487127718208,1.0868899658449893,0.03141494578754985,1.7091080224705915,1.7775159124547315,1.4954628652514472,0.783266303107736,0.2815698486513085,0.9546503761693188,-0.864196415,-0.493886621,1.0879082239773117,-0.31717105,-0.921074415,0.08155741873593046,1
0.586487127718208,-0.900225642,-0.789764104,-0.486952565,-0.570574667,-1.098259909,-0.903543151,-0.017465392,-1.047503908,-0.864196415,-0.493886621,1.0879082239773117,-0.31717105,-0.423115083,-0.195413339,1
0.586487127718208,-0.057522164,-0.587735966,-0.486952565,-0.570574667,-1.098259909,-0.903543151,0.631441079705951,0.9546503761693188,-0.864196415,-0.493886621,-0.919195184,-0.31717105,0.6350484990421212,-0.156998532,1
-1.457331651,0.7227588334990576,0.24952492597719264,-0.486952565,-0.570574667,0.4147450426461911,0.783266303107736,-0.365841446,0.9546503761693188,-0.864196415,-0.493886621,1.0879082239773117,-0.31717105,-1.232298998,-0.195413339,1
0.586487127718208,1.3677911250832797,0.25756584690584305,-0.486952565,-0.570574667,0.4147450426461911,0.783266303107736,-0.652915277,-1.047503908,-0.864196415,-0.493886621,-0.919195184,-0.31717105,-1.232298998,0.32126581380830455,1
-1.457331651,1.2429461654218172,1.1541285304503655,-0.486952565,-0.570574667,1.0631757362093448,0.783266303107736,0.8302995144506837,0.9546503761693188,1.1571443517761548,0.9466160241547917,1.0879082239773117,-0.31717105,-1.232298998,-0.195413339,1
0.586487127718208,0.6291251137529609,-0.069096566,1.7091080224705915,1.7775159124547315,0.4147450426461911,0.783266303107736,-0.590117877,0.9546503761693188,1.1571443517761548,1.563974300777482,1.0879082239773117,-0.31717105,0.9462730818862878,-0.195413339,1
